date,home_team,away_team,home_goals,away_goals,competition,season
2023-06-02,Hoffenheim,Schalke,0,0,BL1,2020
2023-06-05,Hannover,Hamburg,1,0,BL1,2020
2023-06-08,Wolfsburg,Bochum,6,0,BL1,2020
2023-06-11,Hoffenheim,Frankfurt,0,1,BL1,2020
2023-06-14,Union Berlin,Hoffenheim,0,0,BL1,2020
2023-06-17,Wolfsburg,Dortmund,0,0,BL1,2020
2023-06-20,Augsburg,Mainz,0,0,BL1,2020
2023-06-23,Mainz,Augsburg,0,4,BL1,2020
2023-06-26,Gladbach,Frankfurt,0,0,BL1,2020
2023-06-29,Wolfsburg,Augsburg,1,3,BL1,2020
2023-07-02,Freiburg,Augsburg,0,1,BL1,2020
2023-07-05,Union Berlin,Bremen,1,0,BL1,2020
2023-07-08,Augsburg,Hannover,1,1,BL1,2020
2023-07-11,Bremen,Mainz,7,0,BL1,2020
2023-07-14,Freiburg,Hannover,0,0,BL1,2020
2023-07-17,Koeln,Hoffenheim,0,1,BL1,2020
2023-07-20,Dortmund,Freiburg,6,3,BL1,2020
2023-07-23,Gladbach,Hoffenheim,6,4,BL1,2020
2023-07-26,Stuttgart,Bochum,2,2,BL1,2020
2023-07-29,Hoffenheim,Koeln,0,0,BL1,2020
2023-08-01,Freiburg,Bremen,0,0,BL1,2020
2023-08-04,Hoffenheim,Bremen,1,1,BL1,2020
2023-08-07,Frankfurt,Hannover,0,0,BL1,2020
2023-08-10,Koeln,Hertha,0,5,BL1,2020
2023-08-13,Bremen,Schalke,1,0,BL1,2020
2023-08-16,Hoffenheim,Gladbach,0,0,BL1,2020
2023-08-19,Gladbach,Union Berlin,1,0,BL1,2020
2023-08-22,Koeln,Leverkusen,5,0,BL1,2020
2023-08-25,Hannover,Bochum,2,0,BL1,2020
2023-08-28,Frankfurt,Bayern,1,2,BL1,2020
2023-08-31,Stuttgart,Dortmund,1,0,BL1,2020
2023-09-03,Hamburg,Bayern,1,1,BL1,2020
2023-09-06,Bochum,Frankfurt,0,0,BL1,2020
2023-09-09,Schalke,Koeln,0,0,BL1,2020
2023-09-12,Koeln,Mainz,0,0,BL1,2020
2023-09-15,Bayern,Augsburg,3,1,BL1,2020
2023-09-18,Dortmund,Hamburg,0,3,BL1,2020
2023-09-21,Hoffenheim,Hertha,0,0,BL1,2020
2023-09-24,Hannover,Bayern,2,3,BL1,2020
2023-09-27,Bayern,Mainz,1,0,BL1,2020
2023-09-30,Bochum,Stuttgart,0,5,BL1,2020
2023-10-03,Leverkusen,Bayern,0,5,BL1,2020
2023-10-06,Leverkusen,Leipzig,1,0,BL1,2020
2023-10-09,Mainz,Stuttgart,0,0,BL1,2020
2023-10-12,Augsburg,Bremen,4,0,BL1,2020
2023-10-15,Augsburg,Koeln,1,1,BL1,2020
2023-10-18,Hannover,Augsburg,0,1,BL1,2020
2023-10-21,Leverkusen,Stuttgart,1,1,BL1,2020
2023-10-24,Bochum,Hertha,0,1,BL1,2020
2023-10-27,Koeln,Leipzig,3,0,BL1,2020
2023-10-30,Freiburg,Union Berlin,6,0,BL1,2020
2023-11-02,Bayern,Hamburg,4,0,BL1,2020
2023-11-05,Wolfsburg,Hamburg,6,3,BL1,2020
2023-11-08,Leipzig,Bayern,0,0,BL1,2020
2023-11-11,Hannover,Schalke,0,1,BL1,2020
2023-11-14,Frankfurt,Union Berlin,0,2,BL1,2020
2023-11-17,Gladbach,Koeln,1,1,BL1,2020
2023-11-20,Freiburg,Frankfurt,0,0,BL1,2020
2023-11-23,Freiburg,Koeln,4,0,BL1,2020
2023-11-26,Leipzig,Mainz,0,1,BL1,2020
2023-11-29,Schalke,Hoffenheim,0,0,BL1,2020
2023-12-02,Leipzig,Dortmund,0,0,BL1,2020
2023-12-05,Schalke,Hamburg,0,4,BL1,2020
2023-12-08,Hamburg,Union Berlin,0,4,BL1,2020
2023-12-11,Gladbach,Wolfsburg,0,0,BL1,2020
2023-12-14,Mainz,Bayern,2,1,BL1,2020
2023-12-17,Koeln,Stuttgart,0,0,BL1,2020
2023-12-20,Leverkusen,Frankfurt,0,1,BL1,2020
2023-12-23,Hannover,Hoffenheim,0,0,BL1,2020
2023-12-26,Mainz,Leipzig,5,2,BL1,2020
2023-12-29,Frankfurt,Stuttgart,1,6,BL1,2020
2024-01-01,Hertha,Hannover,3,1,BL1,2020
2024-01-04,Koeln,Schalke,3,2,BL1,2020
2024-01-07,Union Berlin,Leipzig,0,0,BL1,2020
2024-01-10,Hoffenheim,Stuttgart,6,1,BL1,2020
2024-01-13,Schalke,Mainz,4,1,BL1,2020
2024-01-16,Augsburg,Frankfurt,0,1,BL1,2020
2024-01-19,Augsburg,Hamburg,0,0,BL1,2020
2024-01-22,Frankfurt,Augsburg,1,0,BL1,2020
2024-01-25,Bremen,Leipzig,0,1,BL1,2020
2024-01-28,Frankfurt,Bochum,4,1,BL1,2020
2024-01-31,Gladbach,Hamburg,0,0,BL1,2020
2024-02-03,Augsburg,Bochum,0,0,BL1,2020
2024-02-06,Dortmund,Leipzig,0,0,BL1,2020
2024-02-09,Bremen,Freiburg,0,0,BL1,2020
2024-02-12,Wolfsburg,Mainz,0,1,BL1,2020
2024-02-15,Hamburg,Bremen,1,0,BL1,2020
2024-02-18,Stuttgart,Bayern,1,1,BL1,2020
2024-02-21,Hertha,Hoffenheim,1,1,BL1,2020
2024-02-24,Dortmund,Hoffenheim,1,0,BL1,2020
2024-02-27,Augsburg,Union Berlin,0,0,BL1,2020
2024-03-01,Dortmund,Frankfurt,0,7,BL1,2020
2024-03-04,Stuttgart,Bremen,1,0,BL1,2020
2024-03-07,Hoffenheim,Wolfsburg,0,1,BL1,2020
2024-03-10,Hamburg,Dortmund,1,0,BL1,2020
2024-03-13,Hamburg,Leverkusen,0,1,BL1,2020
2024-03-16,Koeln,Gladbach,2,1,BL1,2020
2024-03-19,Bochum,Mainz,0,3,BL1,2020
2024-03-22,Bayern,Freiburg,0,6,BL1,2020
2024-03-25,Augsburg,Hoffenheim,0,0,BL1,2020
2024-03-28,Bremen,Hertha,1,2,BL1,2020
2024-03-31,Hamburg,Frankfurt,2,1,BL1,2020
2024-04-03,Koeln,Dortmund,0,0,BL1,2020
2024-04-06,Mainz,Bremen,1,0,BL1,2020
2024-04-09,Hannover,Freiburg,0,0,BL1,2020
2024-04-12,Wolfsburg,Hoffenheim,0,0,BL1,2020
2024-04-15,Union Berlin,Stuttgart,0,4,BL1,2020
2024-04-18,Wolfsburg,Gladbach,4,1,BL1,2020
2024-04-21,Hertha,Frankfurt,1,0,BL1,2020
2024-04-24,Hamburg,Augsburg,2,4,BL1,2020
2024-04-27,Dortmund,Bayern,0,0,BL1,2020
2024-04-30,Freiburg,Leverkusen,0,0,BL1,2020
2024-05-03,Bayern,Wolfsburg,1,2,BL1,2020
2024-05-06,Wolfsburg,Schalke,3,0,BL1,2020
2024-05-09,Bayern,Bochum,3,0,BL1,2020
2024-05-12,Koeln,Hamburg,1,2,BL1,2020
2024-05-15,Bremen,Dortmund,0,0,BL1,2020
2024-05-18,Bayern,Hannover,1,0,BL1,2020
2024-05-21,Frankfurt,Gladbach,0,1,BL1,2020
2024-05-24,Hoffenheim,Bayern,1,1,BL1,2020
2024-05-27,Union Berlin,Bochum,2,2,BL1,2020
2024-05-30,Freiburg,Gladbach,3,1,BL1,2020
2024-06-02,Gladbach,Mainz,1,7,BL1,2020
2024-06-05,Hamburg,Stuttgart,1,0,BL1,2020
2024-06-08,Gladbach,Dortmund,6,0,BL1,2020
2024-06-11,Wolfsburg,Leipzig,1,1,BL1,2020
2024-06-14,Hannover,Frankfurt,1,4,BL1,2020
2024-06-17,Leipzig,Union Berlin,1,1,BL1,2020
2024-06-20,Bremen,Stuttgart,0,1,BL1,2020
2024-06-23,Schalke,Union Berlin,6,0,BL1,2020
2024-06-26,Freiburg,Stuttgart,0,5,BL1,2020
2024-06-29,Bochum,Hamburg,7,3,BL1,2020
2024-07-02,Hertha,Stuttgart,1,2,BL1,2020
2024-07-05,Frankfurt,Mainz,1,1,BL1,2020
2024-07-08,Leverkusen,Hamburg,1,5,BL1,2020
2024-07-11,Leverkusen,Hoffenheim,1,0,BL1,2020
2024-07-14,Hamburg,Gladbach,1,1,BL1,2020
2024-07-17,Stuttgart,Hoffenheim,4,0,BL1,2020
2024-07-20,Augsburg,Freiburg,0,3,BL1,2020
2024-07-23,Leipzig,Schalke,0,0,BL1,2020
2024-07-26,Frankfurt,Dortmund,6,0,BL1,2020
2024-07-29,Leipzig,Gladbach,3,1,BL1,2020
2024-08-01,Bayern,Leipzig,2,0,BL1,2020
2024-08-04,Gladbach,Leverkusen,3,0,BL1,2020
2024-08-07,Mainz,Dortmund,1,0,BL1,2020
2024-08-10,Wolfsburg,Union Berlin,0,1,BL1,2020
2024-08-13,Leipzig,Hannover,0,0,BL1,2020
2024-08-16,Bayern,Bremen,4,0,BL1,2020
2024-08-19,Schalke,Freiburg,0,0,BL1,2020
2024-08-22,Mainz,Hannover,0,0,BL1,2020
2024-08-25,Union Berlin,Dortmund,1,0,BL1,2020
2024-08-28,Hannover,Bremen,3,3,BL1,2020
2024-08-31,Union Berlin,Hannover,0,1,BL1,2020
2024-09-03,Bremen,Augsburg,2,0,BL1,2020
2024-09-06,Stuttgart,Hertha,2,1,BL1,2020
2024-09-09,Stuttgart,Mainz,0,0,BL1,2020
2024-09-12,Dortmund,Augsburg,0,1,BL1,2020
2024-09-15,Stuttgart,Frankfurt,2,0,BL1,2020
2024-09-18,Frankfurt,Koeln,2,2,BL1,2020
2024-09-21,Dortmund,Bochum,0,4,BL1,2020
2024-09-24,Freiburg,Hamburg,1,3,BL1,2020
2024-09-27,Augsburg,Leverkusen,3,0,BL1,2020
2024-09-30,Gladbach,Bremen,3,1,BL1,2020
2024-10-03,Leverkusen,Koeln,0,1,BL1,2020
2024-10-06,Wolfsburg,Bremen,4,0,BL1,2020
2024-10-09,Koeln,Union Berlin,0,0,BL1,2020
2024-10-12,Mainz,Leverkusen,1,3,BL1,2020
2024-10-15,Freiburg,Bochum,1,1,BL1,2020
2024-10-18,Gladbach,Schalke,1,1,BL1,2020
2024-10-21,Mainz,Hamburg,3,0,BL1,2020
2024-10-24,Wolfsburg,Hannover,1,0,BL1,2020
2024-10-27,Stuttgart,Hamburg,3,0,BL1,2020
2024-10-30,Hannover,Mainz,1,1,BL1,2020
2024-11-02,Dortmund,Union Berlin,1,0,BL1,2020
2024-11-05,Koeln,Hannover,0,0,BL1,2020
2024-11-08,Hertha,Koeln,1,0,BL1,2020
2024-11-11,Hannover,Stuttgart,1,1,BL1,2020
2024-11-14,Schalke,Leipzig,1,0,BL1,2020
2024-11-17,Hamburg,Hertha,0,0,BL1,2020
2024-11-20,Hertha,Leipzig,0,5,BL1,2020
2024-11-23,Hoffenheim,Hannover,0,2,BL1,2020
2024-11-26,Frankfurt,Wolfsburg,0,0,BL1,2020
2024-11-29,Hoffenheim,Leverkusen,0,0,BL1,2020
2024-12-02,Schalke,Gladbach,0,1,BL1,2020
2024-12-05,Bochum,Wolfsburg,1,0,BL1,2020
2024-12-08,Augsburg,Leipzig,0,0,BL1,2020
2024-12-11,Hamburg,Leipzig,2,0,BL1,2020
2024-12-14,Hamburg,Koeln,0,1,BL1,2020
2024-12-17,Schalke,Leverkusen,5,2,BL1,2020
2024-12-20,Bayern,Hertha,3,1,BL1,2020
2024-12-23,Leverkusen,Hertha,1,3,BL1,2020
2024-12-26,Dortmund,Schalke,0,0,BL1,2020
2024-12-29,Hannover,Hertha,3,0,BL1,2020
2025-01-01,Leverkusen,Schalke,0,7,BL1,2020
2025-01-04,Gladbach,Hannover,0,1,BL1,2020
2025-01-07,Bayern,Frankfurt,5,2,BL1,2020
2025-01-10,Gladbach,Bochum,3,2,BL1,2020
2025-01-13,Schalke,Hertha,2,1,BL1,2020
2025-01-16,Mainz,Freiburg,1,3,BL1,2020
2025-01-19,Union Berlin,Freiburg,0,1,BL1,2020
2025-01-22,Frankfurt,Schalke,0,4,BL1,2020
2025-01-25,Bayern,Gladbach,0,3,BL1,2020
2025-01-28,Union Berlin,Leverkusen,2,0,BL1,2020
2025-01-31,Bayern,Stuttgart,1,0,BL1,2020
2025-02-03,Gladbach,Bayern,3,1,BL1,2020
2025-02-06,Hertha,Bochum,1,2,BL1,2020
2025-02-09,Bochum,Augsburg,1,2,BL1,2020
2025-02-12,Freiburg,Dortmund,1,0,BL1,2020
2025-02-15,Union Berlin,Augsburg,0,0,BL1,2020
2025-02-18,Hamburg,Freiburg,1,1,BL1,2020
2025-02-21,Hoffenheim,Hamburg,1,0,BL1,2020
2025-02-24,Hannover,Dortmund,0,0,BL1,2020
2025-02-27,Hoffenheim,Mainz,0,0,BL1,2020
2025-03-02,Hannover,Koeln,0,0,BL1,2020
2025-03-05,Freiburg,Bayern,2,1,BL1,2020
2025-03-08,Bremen,Hannover,0,2,BL1,2020
2025-03-11,Frankfurt,Leverkusen,7,0,BL1,2020
2025-03-14,Wolfsburg,Stuttgart,0,0,BL1,2020
2025-03-17,Koeln,Bremen,0,1,BL1,2020
2025-03-20,Gladbach,Augsburg,2,4,BL1,2020
2025-03-23,Leipzig,Hertha,0,2,BL1,2020
2025-03-26,Hoffenheim,Augsburg,0,3,BL1,2020
2025-03-29,Mainz,Union Berlin,0,0,BL1,2020
2025-04-01,Hertha,Leverkusen,4,2,BL1,2020
2025-04-04,Union Berlin,Gladbach,0,3,BL1,2020
2025-04-07,Dortmund,Mainz,0,7,BL1,2020
2025-04-10,Bochum,Union Berlin,0,0,BL1,2020
2025-04-13,Hoffenheim,Bochum,4,3,BL1,2020
2025-04-16,Bochum,Dortmund,2,3,BL1,2020
2025-04-19,Leverkusen,Freiburg,0,2,BL1,2020
2025-04-22,Mainz,Schalke,0,0,BL1,2020
2025-04-25,Hertha,Bremen,0,0,BL1,2020
2025-04-28,Gladbach,Leipzig,0,0,BL1,2020
2025-05-01,Gladbach,Hertha,3,1,BL1,2020
2025-05-04,Dortmund,Bremen,0,1,BL1,2020
2025-05-07,Stuttgart,Hannover,1,2,BL1,2020
2025-05-10,Leverkusen,Augsburg,3,0,BL1,2020
2025-05-13,Augsburg,Bayern,0,1,BL1,2020
2025-05-16,Leipzig,Bremen,0,1,BL1,2020
2025-05-19,Bochum,Koeln,3,0,BL1,2020
2025-05-22,Leipzig,Augsburg,0,0,BL1,2020
2025-05-25,Leipzig,Freiburg,1,3,BL1,2020
2025-05-28,Leipzig,Hoffenheim,2,0,BL1,2020
2025-05-31,Dortmund,Hertha,5,0,BL1,2020
2025-06-03,Bremen,Gladbach,2,1,BL1,2020
2025-06-06,Frankfurt,Leipzig,1,2,BL1,2020
2025-06-09,Augsburg,Dortmund,2,0,BL1,2020
2025-06-12,Freiburg,Schalke,5,7,BL1,2020
2025-06-15,Schalke,Bochum,1,0,BL1,2020
2025-06-18,Hannover,Gladbach,0,1,BL1,2020
2025-06-21,Mainz,Hoffenheim,1,1,BL1,2020
2025-06-24,Leipzig,Bochum,0,1,BL1,2020
2025-06-27,Bochum,Leverkusen,1,0,BL1,2020
2025-06-30,Augsburg,Gladbach,0,1,BL1,2020
2025-07-03,Hamburg,Bochum,1,1,BL1,2020
2025-07-06,Hoffenheim,Leipzig,1,0,BL1,2020
2025-07-09,Bochum,Leipzig,0,0,BL1,2020
2025-07-12,Freiburg,Leipzig,1,0,BL1,2020
2025-07-15,Bremen,Leverkusen,0,2,BL1,2020
2025-07-18,Hamburg,Mainz,0,0,BL1,2020
2025-07-21,Wolfsburg,Hertha,0,0,BL1,2020
2025-07-24,Stuttgart,Schalke,1,1,BL1,2020
2025-07-27,Schalke,Augsburg,0,0,BL1,2020
2025-07-30,Schalke,Bremen,0,0,BL1,2020
2025-08-02,Leverkusen,Dortmund,0,0,BL1,2020
2025-08-05,Leipzig,Koeln,1,2,BL1,2020
2025-08-08,Bochum,Bremen,0,0,BL1,2020
2025-08-11,Hertha,Wolfsburg,1,0,BL1,2020
2025-08-14,Koeln,Bochum,0,2,BL1,2020
2025-08-17,Bremen,Frankfurt,0,2,BL1,2020
2025-08-20,Union Berlin,Hamburg,0,0,BL1,2020
2025-08-23,Stuttgart,Wolfsburg,4,0,BL1,2020
2025-08-26,Hertha,Dortmund,3,0,BL1,2020
2025-08-29,Augsburg,Wolfsburg,0,2,BL1,2020
2025-09-01,Mainz,Gladbach,2,2,BL1,2020
2025-09-04,Stuttgart,Gladbach,5,2,BL1,2020
2025-09-07,Gladbach,Stuttgart,2,0,BL1,2020
2025-09-10,Schalke,Dortmund,0,0,BL1,2020
2025-09-13,Hertha,Gladbach,0,1,BL1,2020
2025-09-16,Union Berlin,Mainz,1,0,BL1,2020
2025-09-19,Leverkusen,Mainz,0,3,BL1,2020
2025-09-22,Dortmund,Gladbach,0,2,BL1,2020
2025-09-25,Leverkusen,Hannover,1,1,BL1,2020
2025-09-28,Hertha,Union Berlin,0,0,BL1,2020
2025-10-01,Mainz,Koeln,0,0,BL1,2020
2025-10-04,Leipzig,Frankfurt,2,2,BL1,2020
2025-10-07,Dortmund,Hannover,0,0,BL1,2020
2025-10-10,Bochum,Hannover,1,1,BL1,2020
2025-10-13,Hannover,Leverkusen,0,0,BL1,2020
2025-10-16,Koeln,Frankfurt,0,1,BL1,2020
2025-10-19,Leipzig,Hamburg,0,1,BL1,2020
2025-10-22,Hamburg,Hoffenheim,6,0,BL1,2020
2025-10-25,Bochum,Hoffenheim,2,0,BL1,2020
2025-10-28,Augsburg,Hertha,1,1,BL1,2020
2025-10-31,Bremen,Hamburg,0,2,BL1,2020
2025-11-03,Dortmund,Koeln,0,0,BL1,2020
2025-11-06,Mainz,Koeln,0,1,BL1,2021
2025-11-09,Bayern,Gladbach,0,2,BL1,2021
2025-11-12,Gladbach,Hamburg,3,0,BL1,2021
2025-11-15,Hertha,Mainz,0,3,BL1,2021
2025-11-18,Frankfurt,Leverkusen,0,0,BL1,2021
2025-11-21,Bremen,Bayern,0,0,BL1,2021
2025-11-24,Bayern,Bremen,4,0,BL1,2021
2025-11-27,Hamburg,Hertha,2,1,BL1,2021
2025-11-30,Dortmund,Hamburg,1,1,BL1,2021
2025-12-03,Bayern,Leverkusen,0,2,BL1,2021
2025-12-06,Schalke,Leipzig,1,2,BL1,2021
2025-12-09,Bremen,Stuttgart,1,0,BL1,2021
2025-12-12,Hamburg,Hoffenheim,2,0,BL1,2021
2025-12-15,Schalke,Bayern,0,0,BL1,2021
2025-12-18,Hertha,Augsburg,0,0,BL1,2021
2025-12-21,Hannover,Mainz,1,1,BL1,2021
2025-12-24,Hoffenheim,Bayern,0,0,BL1,2021
2025-12-27,Schalke,Union Berlin,0,0,BL1,2021
2025-12-30,Hoffenheim,Stuttgart,1,2,BL1,2021
2026-01-02,Bochum,Augsburg,1,7,BL1,2021
2026-01-05,Schalke,Hamburg,1,1,BL1,2021
2026-01-08,Hannover,Hamburg,0,0,BL1,2021
2026-01-11,Leverkusen,Frankfurt,0,0,BL1,2021
2026-01-14,Bremen,Hamburg,0,0,BL1,2021
2026-01-17,Union Berlin,Koeln,0,2,BL1,2021
2026-01-20,Bayern,Dortmund,6,0,BL1,2021
2026-01-23,Augsburg,Wolfsburg,0,2,BL1,2021
2026-01-26,Koeln,Union Berlin,0,1,BL1,2021
2026-01-29,Hannover,Frankfurt,0,0,BL1,2021
2026-02-01,Frankfurt,Stuttgart,0,2,BL1,2021
2026-02-04,Schalke,Bochum,0,0,BL1,2021
2026-02-07,Wolfsburg,Gladbach,1,0,BL1,2021
2026-02-10,Dortmund,Leipzig,0,1,BL1,2021
2026-02-13,Union Berlin,Gladbach,1,1,BL1,2021
2026-02-16,Leverkusen,Augsburg,0,0,BL1,2021
2026-02-19,Union Berlin,Frankfurt,1,3,BL1,2021
2026-02-22,Hertha,Leverkusen,0,2,BL1,2021
2026-02-25,Bochum,Hannover,0,1,BL1,2021
2026-02-28,Union Berlin,Hertha,0,5,BL1,2021
2026-03-03,Freiburg,Wolfsburg,0,3,BL1,2021
2026-03-06,Hoffenheim,Hertha,1,0,BL1,2021
2026-03-09,Hannover,Hertha,7,0,BL1,2021
2026-03-12,Mainz,Frankfurt,0,3,BL1,2021
2026-03-15,Hoffenheim,Leipzig,0,6,BL1,2021
2026-03-18,Augsburg,Leipzig,2,0,BL1,2021
2026-03-21,Gladbach,Hertha,3,1,BL1,2021
2026-03-24,Bremen,Hannover,0,1,BL1,2021
2026-03-27,Bayern,Mainz,2,0,BL1,2021
2026-03-30,Union Berlin,Leipzig,0,0,BL1,2021
2026-04-02,Mainz,Bremen,0,0,BL1,2021
2026-04-05,Bremen,Mainz,0,0,BL1,2021
2026-04-08,Freiburg,Stuttgart,1,0,BL1,2021
2026-04-11,Hamburg,Dortmund,2,0,BL1,2021
2026-04-14,Hoffenheim,Dortmund,0,1,BL1,2021
2026-04-17,Koeln,Stuttgart,5,2,BL1,2021
2026-04-20,Bremen,Dortmund,0,3,BL1,2021
2026-04-23,Wolfsburg,Hoffenheim,3,2,BL1,2021
2026-04-26,Leipzig,Union Berlin,7,2,BL1,2021
2026-04-29,Koeln,Schalke,0,3,BL1,2021
2026-05-02,Bremen,Leverkusen,0,1,BL1,2021
2026-05-05,Schalke,Mainz,3,2,BL1,2021
2026-05-08,Freiburg,Schalke,2,1,BL1,2021
2026-05-11,Dortmund,Union Berlin,0,0,BL1,2021
2026-05-14,Bochum,Leverkusen,0,0,BL1,2021
2026-05-17,Union Berlin,Dortmund,1,2,BL1,2021
2026-05-20,Leverkusen,Bochum,0,1,BL1,2021
2026-05-23,Leverkusen,Hoffenheim,0,2,BL1,2021
2026-05-26,Hertha,Bayern,0,5,BL1,2021
2026-05-29,Bochum,Wolfsburg,0,0,BL1,2021
2026-06-01,Bayern,Koeln,3,1,BL1,2021
2026-06-04,Mainz,Leverkusen,2,0,BL1,2021
2026-06-07,Augsburg,Hannover,1,0,BL1,2021
2026-06-10,Leipzig,Hamburg,0,1,BL1,2021
2026-06-13,Hamburg,Mainz,0,0,BL1,2021
2026-06-16,Koeln,Bremen,0,0,BL1,2021
2026-06-19,Leverkusen,Hertha,2,0,BL1,2021
2026-06-22,Bayern,Freiburg,1,1,BL1,2021
2026-06-25,Hertha,Gladbach,0,0,BL1,2021
2026-06-28,Augsburg,Bremen,1,0,BL1,2021
2026-07-01,Dortmund,Koeln,0,1,BL1,2021
2026-07-04,Bayern,Stuttgart,1,0,BL1,2021
2026-07-07,Bayern,Bochum,4,0,BL1,2021
2026-07-10,Mainz,Union Berlin,0,3,BL1,2021
2026-07-13,Wolfsburg,Bayern,0,2,BL1,2021
2026-07-16,Freiburg,Hannover,0,1,BL1,2021
2026-07-19,Freiburg,Gladbach,0,4,BL1,2021
2026-07-22,Gladbach,Hannover,0,1,BL1,2021
2026-07-25,Bochum,Union Berlin,0,0,BL1,2021
2026-07-28,Leipzig,Hertha,3,0,BL1,2021
2026-07-31,Freiburg,Leipzig,1,0,BL1,2021
2026-08-03,Mainz,Gladbach,2,0,BL1,2021
2026-08-06,Hoffenheim,Union Berlin,1,1,BL1,2021
2026-08-09,Schalke,Dortmund,0,0,BL1,2021
2026-08-12,Gladbach,Bremen,0,0,BL1,2021
2026-08-15,Leverkusen,Wolfsburg,1,0,BL1,2021
2026-08-18,Hoffenheim,Schalke,1,3,BL1,2021
2026-08-21,Leverkusen,Bayern,6,1,BL1,2021
2026-08-24,Bayern,Augsburg,0,0,BL1,2021
2026-08-27,Gladbach,Bochum,0,2,BL1,2021
2026-08-30,Schalke,Hoffenheim,0,0,BL1,2021
2026-09-02,Koeln,Freiburg,2,0,BL1,2021
2026-09-05,Mainz,Schalke,2,2,BL1,2021
2026-09-08,Union Berlin,Hannover,0,4,BL1,2021
2026-09-11,Dortmund,Stuttgart,0,1,BL1,2021
2026-09-14,Hamburg,Koeln,0,1,BL1,2021
2026-09-17,Koeln,Hertha,0,1,BL1,2021
2026-09-20,Schalke,Bremen,1,0,BL1,2021
2026-09-23,Hannover,Bochum,0,1,BL1,2021
2026-09-26,Mainz,Stuttgart,3,0,BL1,2021
2026-09-29,Frankfurt,Bochum,0,2,BL1,2021
2026-10-02,Leipzig,Gladbach,1,0,BL1,2021
2026-10-05,Union Berlin,Hamburg,3,0,BL1,2021
2026-10-08,Schalke,Hertha,0,0,BL1,2021
2026-10-11,Gladbach,Union Berlin,0,0,BL1,2021
2026-10-14,Augsburg,Schalke,1,1,BL1,2021
2026-10-17,Stuttgart,Hertha,3,1,BL1,2021
2026-10-20,Frankfurt,Koeln,4,1,BL1,2021
2026-10-23,Stuttgart,Gladbach,0,1,BL1,2021
2026-10-26,Hoffenheim,Wolfsburg,0,2,BL1,2021
2026-10-29,Wolfsburg,Mainz,0,0,BL1,2021
2026-11-01,Leipzig,Hannover,3,2,BL1,2021
2026-11-04,Augsburg,Hertha,0,0,BL1,2021
2026-11-07,Augsburg,Koeln,0,1,BL1,2021
2026-11-10,Freiburg,Union Berlin,1,4,BL1,2021
2026-11-13,Leverkusen,Leipzig,6,3,BL1,2021
2026-11-16,Hertha,Wolfsburg,0,3,BL1,2021
2026-11-19,Freiburg,Mainz,2,0,BL1,2021
2026-11-22,Bremen,Bochum,1,2,BL1,2021
2026-11-25,Leipzig,Hoffenheim,4,1,BL1,2021
2026-11-28,Union Berlin,Bremen,0,0,BL1,2021
2026-12-01,Dortmund,Bochum,0,0,BL1,2021
2026-12-04,Frankfurt,Hamburg,0,3,BL1,2021
2026-12-07,Wolfsburg,Freiburg,1,2,BL1,2021
2026-12-10,Gladbach,Augsburg,1,0,BL1,2021
2026-12-13,Hannover,Schalke,1,0,BL1,2021
2026-12-16,Bremen,Gladbach,0,1,BL1,2021
2026-12-19,Hoffenheim,Hamburg,0,0,BL1,2021
2026-12-22,Freiburg,Bremen,1,0,BL1,2021
2026-12-25,Bochum,Mainz,3,1,BL1,2021
2026-12-28,Bochum,Schalke,0,1,BL1,2021
2026-12-31,Mainz,Leipzig,3,1,BL1,2021
2027-01-03,Leipzig,Mainz,0,1,BL1,2021
2027-01-06,Frankfurt,Wolfsburg,2,3,BL1,2021
2027-01-09,Freiburg,Hoffenheim,0,0,BL1,2021
2027-01-12,Leipzig,Stuttgart,0,1,BL1,2021
2027-01-15,Frankfurt,Union Berlin,2,0,BL1,2021
2027-01-18,Mainz,Hannover,2,1,BL1,2021
2027-01-21,Hertha,Leipzig,0,1,BL1,2021
2027-01-24,Hannover,Freiburg,1,0,BL1,2021
2027-01-27,Augsburg,Mainz,4,1,BL1,2021
2027-01-30,Wolfsburg,Hamburg,3,2,BL1,2021
2027-02-02,Frankfurt,Hoffenheim,0,0,BL1,2021
2027-02-05,Hoffenheim,Koeln,1,0,BL1,2021
2027-02-08,Frankfurt,Augsburg,4,1,BL1,2021
2027-02-11,Wolfsburg,Union Berlin,0,1,BL1,2021
2027-02-14,Bochum,Koeln,0,0,BL1,2021
2027-02-17,Hoffenheim,Mainz,1,1,BL1,2021
2027-02-20,Hannover,Leipzig,0,0,BL1,2021
2027-02-23,Koeln,Hamburg,0,1,BL1,2021
2027-02-26,Gladbach,Mainz,1,0,BL1,2021
2027-03-01,Koeln,Hannover,0,0,BL1,2021
2027-03-04,Mainz,Wolfsburg,1,2,BL1,2021
2027-03-07,Stuttgart,Union Berlin,0,0,BL1,2021
2027-03-10,Stuttgart,Dortmund,0,1,BL1,2021
2027-03-13,Mainz,Hoffenheim,0,0,BL1,2021
2027-03-16,Bremen,Augsburg,0,0,BL1,2021
2027-03-19,Leverkusen,Mainz,3,3,BL1,2021
2027-03-22,Bochum,Hoffenheim,1,2,BL1,2021
2027-03-25,Dortmund,Bayern,1,1,BL1,2021
2027-03-28,Schalke,Gladbach,0,0,BL1,2021
2027-03-31,Schalke,Freiburg,2,0,BL1,2021
